6.005998501056961913e+01 1.281294151994589736e+00 3.111975030652269422e-02 3.951163519274973890e-01 1.158539888247163835e-01 9.871225997266180885e-02 4.862050498028484824e-02 9.462942715793306800e-03 -1.052524454270965673e-03 4.359956408789855166e-03 3.991629687236546327e-03 2.992588002843919997e-03 1.694168143501050255e-03 1.579164961206394515e-03 1.435026145703457382e-03 1.566116729752450951e-03 7.628828297761937110e-04 9.001432669837988954e+01 1.007895638166907970e+00 -1.429303915052585472e+00 3.195834613521670309e-01 2.021616819278964361e-01 1.913495791033832383e-01 4.166247199437771165e-02 -2.078273768732620888e-02 -1.738094520896880241e-03 -1.136608883259303314e-04 5.595098966843234552e-03 4.497435284893259305e-03 8.872753284831212152e-04 5.001319695575260748e-04 1.185583014647389674e-03 6.655383075667383776e-04 -4.565630810007826322e-04 9.045888188707920108e+00 8.093359466805172264e-01 4.685135192207635413e+00 2.305553690469039907e-01 1.290042337056974908e+00 9.286471467803186775e-01 8.778428968638557484e-01 5.541625025228473500e-02 5.307213945105152542e-01 3.061778064914512099e-01 1.544554850454016581e-01 9.864752255358752442e-02 1.305421530086885717e-01 1.721657999589194243e-01 1.631655134501216187e-01 1.559328499257146283e-01 9.499955890942099468e-02
1.281294151994589736e+00 2.463271317651554781e+01 3.262373198762371085e-01 1.405290212785113013e-01 -1.233643855672963800e-02 -1.033417532536554627e-02 1.023016499168382006e-02 1.452504697409193885e-02 2.977403299577492148e-03 1.271882499406986472e-03 1.784037527155144225e-03 8.848649204409808839e-04 1.742319800920111251e-03 7.239696147728303874e-04 1.003453315960916139e-03 1.016155500551347473e-03 5.321884650862790129e-04 2.568983204362124795e+00 3.153882815071854750e+01 4.484795846178881717e-01 5.417283357851113701e-01 -1.117911061710297332e-01 1.012495932642889090e-01 5.902305221207155422e-02 -7.463517706836615521e-03 2.171096982394775388e-02 -4.450646842225776910e-03 -3.688862280786684485e-03 -4.462920639299480211e-04 -1.935043293491633780e-03 1.222978967461210102e-03 -6.617562938458464703e-05 -6.050179757461154276e-04 -5.265022728548568540e-04 5.965877329864779810e+00 7.871684865799662312e+00 -9.102647549627338464e-01 8.061493788434777041e-01 3.900294366127549095e-01 7.027837258315655644e-01 1.314561905046031931e-01 4.204155409181495329e-01 5.085407771967027230e-02 3.164834329215573949e-02 1.596831053988003457e-01 2.868163028942958270e-01 1.860718013487971112e-01 8.369304534545285446e-02 6.100972275613368578e-02 1.502693449999604747e-01 6.504745203873575632e-02
3.111975030652269422e-02 3.262373198762371085e-01 5.304581076212618207e+00 -3.484287417244286405e-03 3.531217056353178757e-02 2.755102212936780259e-02 5.849624733500270388e-03 6.406252405372940377e-03 6.916444149984943626e-03 1.912097768155682047e-03 2.753796003922533066e-03 1.687482565032428312e-03 8.374554856831974061e-04 3.815952434068329191e-04 2.767585362098494667e-04 2.166760847944906941e-04 1.744232736307045682e-04 8.115505657746585610e-01 1.070687342030280709e+00 6.127639682810196220e+00 -3.880714469483842466e-02 1.014793604109663488e-01 2.978371643862235199e-02 4.465570163831771716e-02 7.227934508810956137e-03 -6.721138180301769807e-03 -1.478969858026048332e-03 -1.846186505128591176e-03 -2.735028741713327501e-03 -3.571684283177852036e-04 -5.544417884011574281e-04 -6.157555216354370503e-04 3.703360942047007753e-05 -5.131795446453936730e-04 3.258331796316948470e+00 1.817227137357537048e+00 2.902158212258459269e+00 -3.097387678565192148e-01 5.535979215314727059e-02 4.008469578989345972e-01 6.326591116133696568e-02 2.150241569541391784e-01 4.294206222319572192e-02 6.905893815967961702e-02 1.840678392055144358e-02 2.180815396278383902e-02 -3.866336544939451367e-03 1.910230485531847627e-02 2.626099209059639533e-02 1.857382360744556926e-02 2.916975587345328400e-02
3.951163519274973890e-01 1.405290212785113291e-01 -3.484287417244287272e-03 1.384247939524555049e+00 3.787903959377149354e-02 5.750384410398121614e-03 9.570980713446163024e-03 3.548324671822871475e-03 3.821002271136885505e-03 2.208488458082564273e-03 1.034830452864954342e-03 7.681807526627133309e-04 4.254078119384828525e-04 3.751410625974091408e-04 3.459371773932892313e-04 2.427202812724212685e-04 1.848862898824242085e-04 4.401851139844173422e-01 9.790189776914978159e-01 -8.405776763167049914e-02 1.537575510226905307e+00 8.664509522453442414e-03 -1.081195947571842418e-02 1.745028374324230497e-02 1.216690274357170969e-03 2.674087756045098394e-03 -4.434090516727977912e-04 3.486646709146772700e-04 -1.994173264269582092e-04 -9.377923456859096213e-05 -1.674187932650906749e-04 -2.290982507509625363e-04 -1.419573900588421149e-04 -1.698939384056933558e-04 2.355152712665674386e+00 8.359712840528592537e-01 5.851139878720724719e-01 6.029023157165062097e-01 1.475363921387206900e-01 -7.419105060566219545e-02 1.712844589537153572e-01 1.001368723649691539e-01 9.772191683437229937e-02 7.148897915574042861e-02 5.396652926348482343e-02 4.845097979611043965e-02 4.126267745038607326e-02 3.093373395100320472e-02 3.332688801469742973e-02 2.607832871011851739e-02 1.701001736348965038e-02
1.158539888247163835e-01 -1.233643855672963974e-02 3.531217056353178757e-02 3.787903959377149354e-02 4.253507200682284939e-01 1.521830482096671669e-02 4.730279460532121547e-03 1.063214572591847460e-03 2.204959732635251770e-03 6.719648354150234469e-04 8.099742289591641085e-04 6.248042849501223798e-04 2.538097651614277302e-04 1.724418035929574063e-04 7.838465155150191983e-05 5.839925346196216051e-05 3.362186874382019019e-05 -4.286662302289473425e-01 3.304497120058423887e-01 3.330721115575551589e-02 -5.855146016092542538e-02 1.985564428965507777e-01 -1.504215521865528591e-03 1.289731208151622364e-02 3.928190414540730542e-03 5.876340401675637926e-04 -2.560611322337844964e-04 -1.578740878029808283e-04 -6.461313873007818159e-04 -4.477332790039773827e-04 -6.876738804918501667e-05 -1.432235521343032240e-04 1.659720149185482322e-06 -2.220023841367942119e-04 3.330994348496519875e-01 1.259157310525233164e+00 5.646412602020804972e-01 3.876663604708061039e-01 2.046823868104140354e-01 -2.973844916047866868e-02 5.647503301175635544e-03 -1.104586781403898467e-02 -5.216845202289504928e-03 8.879552814197255381e-03 1.218879248830714683e-02 1.138286582971620269e-02 9.325633595014641564e-03 7.698878024038651423e-03 7.920493951791271470e-03 3.743064723556620375e-03 7.499030132525555913e-03
9.871225997266183660e-02 -1.033417532536554627e-02 2.755102212936780259e-02 5.750384410398122481e-03 1.521830482096671669e-02 1.441513448888966376e-01 4.861112966336737090e-03 1.195239088302185726e-03 1.567186396539752566e-03 6.638413838544504793e-04 5.660808382504688759e-04 3.696646717546706235e-04 2.550974788001840986e-04 1.233220420788240772e-04 5.134605767369612012e-05 -3.767515485726065720e-06 -2.423705339178871686e-05 -3.422533479619000452e-01 -7.849681452399390191e-02 -4.457263209395961878e-02 4.739415725550619879e-02 1.828408820783411493e-02 1.584070704292976292e-02 4.388142600435281614e-03 -1.028618177995117801e-03 1.771198139688569609e-03 5.700999650567613016e-04 2.291426339898438821e-04 -5.517384219782474989e-06 -1.782969736595511458e-05 -1.404793872723337302e-05 -9.914603674821508266e-05 -6.299535887232722987e-05 5.672185075911524352e-05 7.127681691316996027e-01 1.971297205574635558e-01 3.083961635037296700e-01 2.122719849332279363e-01 1.578362305253307174e-01 2.062691586561550550e-01 3.862458368713939799e-02 1.102005628688084229e-02 1.808877243299151366e-02 2.690173087860167969e-02 1.678152789438372428e-02 1.894363763277316648e-02 6.620533022720178663e-03 3.728119969473128303e-03 8.444486849889399488e-04 -3.143696106434764725e-03 -1.971151174802550886e-03
4.862050498028484824e-02 1.023016499168382006e-02 5.849624733500270388e-03 9.570980713446163024e-03 4.730279460532121547e-03 4.861112966336737090e-03 2.209227134670328427e-02 1.900455925833158732e-03 1.198043689658490236e-03 6.202992451896535654e-04 4.066256310734789868e-04 2.284281289257825956e-04 1.349632671276438593e-04 8.117674948229585633e-05 5.058192250615389346e-05 2.722102064511938862e-05 9.729983267926040354e-06 -2.095884689631388395e-02 -1.801957649167861344e-02 -5.502864792348308165e-02 -2.884321030415960569e-03 -8.647758376857347593e-03 -1.410110404876028763e-03 2.298099971407117567e-03 3.196353469478040757e-05 5.331357516417657661e-04 8.811386224165761844e-05 1.643271798626079556e-05 6.713679481959915531e-06 -5.563690819421810666e-05 -1.681653818962116758e-05 -2.549959762976292550e-05 -3.138086738522454617e-05 -5.372426126633233573e-05 2.325912943645623288e-01 1.841272515349393901e-01 1.334448685327825623e-01 5.379127836251657024e-02 6.227004162454533726e-02 5.470221181689414319e-02 5.228640383776163997e-02 1.309184019289001515e-02 1.318542571357939237e-02 1.416491601936175140e-02 8.139684720152062444e-03 9.034334753615855251e-03 5.775077377687822845e-03 3.309890595629243204e-03 2.874647693628404419e-03 1.462218897841526758e-03 6.132933304647574446e-04
9.462942715793306800e-03 1.452504697409193885e-02 6.406252405372940377e-03 3.548324671822871475e-03 1.063214572591847460e-03 1.195239088302185726e-03 1.900455925833158949e-03 6.135956462159741602e-03 6.374751461084842297e-04 3.797588621824097275e-04 2.131951288966368614e-04 1.659088754853501073e-04 9.279529983471850410e-05 5.653464421444715253e-05 4.383521217278846965e-05 2.503890534485713720e-05 4.777010500715696822e-06 -7.841282066777210957e-02 1.474078605091478159e-02 1.193211381044621475e-02 1.031459789262594191e-02 8.843843135362978308e-04 2.250059981186965877e-03 1.955066207473129213e-04 1.831143630390993612e-04 2.727391994592422869e-05 -4.231092335940555069e-05 3.668930001213041429e-05 -1.054595874819600463e-04 -4.545272572901949346e-05 -1.341308127545829936e-05 -1.840907595313978667e-05 -1.514383285735612381e-05 -2.745007286862892983e-05 8.863484752844033587e-02 8.325534048352907501e-02 1.847817663722509801e-02 1.069045244055833246e-02 2.766360497176396926e-02 3.024505400784822245e-02 3.051542248039849220e-02 2.857149780622677410e-02 9.350129460668132539e-03 6.962860910508945553e-03 5.134949067881953294e-03 6.209471626625153937e-03 3.353782609632337697e-03 2.669323607884006074e-03 2.414506107710297136e-03 9.920695215852610299e-04 8.257078544233179733e-04
-1.052524454270965673e-03 2.977403299577492148e-03 6.916444149984943626e-03 3.821002271136886806e-03 2.204959732635251770e-03 1.567186396539752566e-03 1.198043689658490236e-03 6.374751461084842297e-04 2.018586124218126835e-03 3.469260010796065157e-04 1.957861945198635537e-04 1.305956141012373697e-04 6.285316162453624005e-05 3.979689036058029026e-05 2.233525363326274379e-05 1.338848243528294345e-05 3.253394211956370415e-06 3.509969939231490782e-02 -5.240175652002840301e-03 -5.319097604638935335e-03 -1.920099392743834397e-03 -1.745686064838144818e-03 -8.641363928352546091e-04 6.567841390391999587e-04 9.943791148174445480e-05 2.228869058726914141e-04 3.442789718730871341e-05 -4.797078453565543769e-05 -7.302330608491477417e-05 -4.933444196141941926e-05 -2.546722374155823825e-05 -2.503493002844834204e-05 -2.577667164380566110e-05 -2.978679619554614128e-05 3.249271613962254057e-02 6.146651220886251155e-02 1.145192793552698117e-02 1.253761003482296160e-02 8.143840369950658062e-03 1.159119271911793203e-02 9.404070645114764176e-03 1.541069523926649927e-02 1.081615660809715114e-02 5.594021987911919173e-03 3.584912489731272457e-03 2.965830000168524078e-03 2.009719937739466462e-03 1.335317857773610098e-03 1.209260607132207335e-03 8.790429772321930795e-04 9.651636111449433562e-04
4.359956408789855166e-03 1.271882499406986472e-03 1.912097768155682047e-03 2.208488458082564273e-03 6.719648354150234469e-04 6.638413838544502624e-04 6.202992451896535654e-04 3.797588621824097275e-04 3.469260010796065157e-04 6.088109608925987726e-04 1.419213936816294359e-04 9.939209119883765252e-05 5.132858532087480403e-05 2.680256450164400224e-05 1.789961655286971862e-05 1.034285575427408537e-05 4.492622605668235864e-06 1.808884586511712647e-02 -5.980437766766171295e-03 -2.680872704915101276e-04 -1.155299897065924621e-03 -8.287182935316414738e-04 -1.271266310614110233e-03 1.277299446933834800e-04 1.447792845402023985e-04 1.493486385858493037e-05 -4.449140971241231051e-05 -3.555716346570046043e-05 -3.754539458600640036e-05 -2.125557407966618541e-05 -1.594422006995689525e-05 -1.865524505258711249e-05 -1.860405508339025869e-05 -1.703610263352000026e-05 4.671147076906823764e-02 3.978946158538116534e-02 7.928585121553758525e-03 7.000696658822782616e-03 8.147384803622915311e-03 8.691238028483344591e-03 5.700812679982575869e-03 7.631909387437867467e-03 5.989750986371175125e-03 7.103185400801253872e-03 3.004884602215322949e-03 2.244428451640283033e-03 1.675751514711754618e-03 1.125570460792149662e-03 9.783612368647748303e-04 8.863649591979439997e-04 4.738730835673092491e-04
